property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
is upright while swimming,a kayak,'',Is a kayak upright while swimming?,No,random,-3.576242446899414,-4.326412677764893,-8.30986499786377,-6.029493808746338,4.7336225509643555,1.7030811309814453,Yes,False
is used against weeds,a hoe,'',Is a hoe used against weeds?,Yes,random,-4.411199569702148,-4.661199569702148,-8.30986499786377,-6.029493808746338,3.898665428161621,1.3682942390441895,Yes,True
is used against weeds,a spear,'',Is a spear used against weeds?,No,random,-4.393345832824707,-3.5234034061431885,-8.30986499786377,-6.029493808746338,3.9165191650390625,2.5060904026031494,Yes,False
is used as a shroud,a nectarine,'',Is a nectarine used as a shroud?,No,random,-5.553885459899902,-5.0572662353515625,-8.30986499786377,-6.029493808746338,2.755979537963867,0.9722275733947754,Yes,False
is used by bartenders,a drum,'',Is a drum used by bartenders?,No,random,-4.5443501472473145,-4.424990653991699,-8.30986499786377,-6.029493808746338,3.765514850616455,1.6045031547546387,Yes,False
is used by burglars,a crowbar,'',Is a crowbar used by burglars?,Yes,random,-4.001499652862549,-4.137529373168945,-8.30986499786377,-6.029493808746338,4.308365345001221,1.8919644355773926,Yes,True
is used by burglars,a slug,'',Is a slug used by burglars?,No,random,-4.916958332061768,-4.922430038452148,-8.30986499786377,-6.029493808746338,3.392906665802002,1.1070637702941895,Yes,False
is used by carpenters and masons,a chisel,'',Is a chisel used by carpenters and masons?,Yes,random,-4.050750732421875,-4.806857585906982,-8.30986499786377,-6.029493808746338,4.2591142654418945,1.2226362228393555,Yes,True
is used by carpenters and masons,an ambulance,'',Is an ambulance used by carpenters and masons?,No,random,-4.203205108642578,-3.7234976291656494,-8.30986499786377,-6.029493808746338,4.106659889221191,2.3059961795806885,Yes,False
is used by cavemen,a dog,'',Is a dog used by cavemen?,No,random,-4.226754665374756,-3.8589658737182617,-8.30986499786377,-6.029493808746338,4.083110332489014,2.170527935028076,Yes,False
is used by chefs,an apron,'',Is an apron used by chefs?,Yes,random,-5.1538543701171875,-5.657749652862549,-8.30986499786377,-6.029493808746338,3.156010627746582,0.37174415588378906,Yes,True
is used by clowns,a unicycle,'',Is a unicycle used by clowns?,Yes,random,-3.753213405609131,-3.993208646774292,-8.30986499786377,-6.029493808746338,4.556651592254639,2.036285161972046,Yes,True
is used by doctors,a falcon,'',Is a falcon used by doctors?,No,random,-4.070117950439453,-4.701412677764893,-8.30986499786377,-6.029493808746338,4.239747047424316,1.3280811309814453,Yes,False
is used by electricians,pliers,'',Is pliers used by electricians?,Yes,random,-4.544825077056885,-5.935572147369385,-8.30986499786377,-6.029493808746338,3.7650399208068848,0.09392166137695312,Yes,True
is used by hand,a spirit level,'',Is a spirit level used by hand?,Yes,random,-4.322479724884033,-5.094282150268555,-8.30986499786377,-6.029493808746338,3.9873852729797363,0.9352116584777832,Yes,True
is used by hand,corn,'',Is corn used by hand?,No,random,-4.968087196350098,-5.257617950439453,-8.30986499786377,-6.029493808746338,3.341777801513672,0.7718758583068848,Yes,False
is used by lumberjacks,a cat,'',Is a cat used by lumberjacks?,No,random,-4.595249652862549,-4.4818501472473145,-8.30986499786377,-6.029493808746338,3.7146153450012207,1.5476436614990234,Yes,False
is used by paramedics,a goldfish,'',Is a goldfish used by paramedics?,No,random,-4.514860153198242,-4.906782150268555,-8.30986499786377,-6.029493808746338,3.7950048446655273,1.1227116584777832,Yes,False
is used by parents,a bench,'',Is a bench used by parents?,No,random,-3.8726043701171875,-4.387529373168945,-8.30986499786377,-6.029493808746338,4.437260627746582,1.6419644355773926,Yes,False
is used by people who cannot walk,an asparagus,'',Is an asparagus used by people who cannot walk?,No,random,-4.738250732421875,-4.251499652862549,-8.30986499786377,-6.029493808746338,3.5716142654418945,1.777994155883789,Yes,False
is used by people who smoke,an ashtray,'',Is an ashtray used by people who smoke?,Yes,random,-4.192449569702148,-3.590941905975342,-8.30986499786377,-6.029493808746338,4.117415428161621,2.438551902770996,Yes,True
is used by police,a revolver,'',Is a revolver used by police?,Yes,random,-4.580273151397705,-5.155587196350098,-8.30986499786377,-6.029493808746338,3.7295918464660645,0.8739066123962402,Yes,True
is used by soldiers,a bayonet,'',Is a bayonet used by soldiers?,Yes,random,-4.132617950439453,-4.519500732421875,-8.30986499786377,-6.029493808746338,4.177247047424316,1.509993076324463,Yes,True
is used by the navy,a canoe,'',Is a canoe used by the navy?,Yes,random,-4.345249652862549,-4.4818501472473145,-8.30986499786377,-6.029493808746338,3.9646153450012207,1.5476436614990234,Yes,True
is used by the navy,a bee,'',Is a bee used by the navy?,No,random,-4.078205108642578,-4.084292888641357,-8.30986499786377,-6.029493808746338,4.231659889221191,1.9452009201049805,Yes,False
is used by writers,a typewriter,'',Is a typewriter used by writers?,Yes,random,-3.33124041557312,-3.208994150161743,-8.30986499786377,-6.029493808746338,4.978624582290649,2.8204996585845947,Yes,True
is used for boiling,a foot,'',Is a foot used for boiling?,No,random,-4.913867950439453,-5.4295244216918945,-8.30986499786377,-6.029493808746338,3.3959970474243164,0.5999693870544434,Yes,False
is used for breathing,a nose,'',Is a nose used for breathing?,Yes,random,-3.5488290786743164,-3.6828982830047607,-8.30986499786377,-6.029493808746338,4.761035919189453,2.346595525741577,Yes,True
is used for cigarettes,an ashtray,'',Is an ashtray used for cigarettes?,Yes,random,-4.774458408355713,-4.657749652862549,-8.30986499786377,-6.029493808746338,3.5354065895080566,1.371744155883789,Yes,True
is used for digging,a hoe,'',Is a hoe used for digging?,Yes,random,-3.996664524078369,-4.69167947769165,-8.30986499786377,-6.029493808746338,4.3132004737854,1.3378143310546875,Yes,True
is used for eating,an arm,'',Is an arm used for eating?,Yes,random,-4.240243911743164,-3.2432847023010254,-8.30986499786377,-6.029493808746338,4.0696210861206055,2.7862091064453125,Yes,True
is used for eating,an organ,'',Is an organ used for eating?,No,random,-5.078205108642578,-4.955019474029541,-8.30986499786377,-6.029493808746338,3.2316598892211914,1.0744743347167969,Yes,False
is used for farming,a buttercup,'',Is a buttercup used for farming?,No,random,-4.46229362487793,-6.1928205490112305,-8.30986499786377,-6.029493808746338,3.84757137298584,-0.16332674026489258,Yes,False
is used for fighting,a tongue,'',Is a tongue used for fighting?,No,random,-4.240243911743164,-3.1190714836120605,-8.30986499786377,-6.029493808746338,4.0696210861206055,2.9104223251342773,Yes,False
is used for grooming hair,a mirror,'',Is a mirror used for grooming hair?,Yes,random,-4.139860153198242,-5.311837196350098,-8.30986499786377,-6.029493808746338,4.170004844665527,0.7176566123962402,Yes,True
is used for grooming hair,a cup,'',Is a cup used for grooming hair?,No,random,-4.226367950439453,-5.215414524078369,-8.30986499786377,-6.029493808746338,4.083497047424316,0.8140792846679688,Yes,False
is used for heating food,a wren,'',Is a wren used for heating food?,No,random,-3.6180901527404785,-4.733610153198242,-8.30986499786377,-6.029493808746338,4.691774845123291,1.2958836555480957,Yes,False
is used for hiding,a submarine,'',Is a submarine used for hiding?,Yes,random,-3.8703982830047607,-4.143345832824707,-8.30986499786377,-6.029493808746338,4.439466714859009,1.8861479759216309,Yes,True
is used for hygiene,gloves,'',Is gloves used for hygiene?,Yes,random,-4.55604362487793,-5.871481418609619,-8.30986499786377,-6.029493808746338,3.75382137298584,0.15801239013671875,Yes,True
is used for levelling,a scallop,'',Is a scallop used for levelling?,No,random,-4.371664524078369,-5.757617950439453,-8.30986499786377,-6.029493808746338,3.9382004737854004,0.27187585830688477,Yes,False
is used for lounging,a stool,'',Is a stool used for lounging?,No,random,-4.3413543701171875,-4.836958408355713,-8.30986499786377,-6.029493808746338,3.968510627746582,1.192535400390625,Yes,False
is used for making cake,a whisk,'',Is a whisk used for making cake?,Yes,random,-3.8675637245178223,-4.733610153198242,-8.30986499786377,-6.029493808746338,4.442301273345947,1.2958836555480957,Yes,True
is used for plucking,a tweezer,'',Is a tweezer used for plucking?,Yes,random,-4.121664524078369,-5.000532150268555,-8.30986499786377,-6.029493808746338,4.1882004737854,1.0289616584777832,Yes,True
is used for plucking,a belt,'',Is a belt used for plucking?,No,random,-4.7142229080200195,-4.973699569702148,-8.30986499786377,-6.029493808746338,3.59564208984375,1.0557942390441895,Yes,False
is used for pointing,a thumb,'',Is a thumb used for pointing?,Yes,random,-3.752105712890625,-3.8824033737182617,-8.30986499786377,-6.029493808746338,4.5577592849731445,2.147090435028076,Yes,True
is used for pointing,a stool,'',Is a stool used for pointing?,No,random,-4.604458332061768,-5.2306904792785645,-8.30986499786377,-6.029493808746338,3.705406665802002,0.7988033294677734,Yes,False
is used for safety,a helmet,'',Is a helmet used for safety?,Yes,random,-2.906782388687134,-4.170162677764893,-8.30986499786377,-6.029493808746338,5.403082609176636,1.8593311309814453,Yes,True
is used for shopping,a sparrow,'',Is a sparrow used for shopping?,No,random,-4.3704729080200195,-4.010708332061768,-8.30986499786377,-6.029493808746338,3.93939208984375,2.0187854766845703,Yes,False
is used for standing,a leg,'',Is a leg used for standing?,Yes,random,-4.3079729080200195,-4.441626071929932,-8.30986499786377,-6.029493808746338,4.00189208984375,1.5878677368164062,Yes,True
is used for toasting,a toaster,'',Is a toaster used for toasting?,Yes,random,-4.323358535766602,-4.573358535766602,-8.30986499786377,-6.029493808746338,3.986506462097168,1.4561352729797363,Yes,True
is used for toasting,a ladle,'',Is a ladle used for toasting?,No,random,-4.8130693435668945,-4.577210903167725,-8.30986499786377,-6.029493808746338,3.496795654296875,1.4522829055786133,Yes,False
is used for touching and feeling,lemon,'',Is lemon used for touching and feeling?,No,random,-4.126499652862549,-4.638653755187988,-8.30986499786377,-6.029493808746338,4.183365345001221,1.3908400535583496,Yes,False
is used for typing,a typewriter,'',Is a typewriter used for typing?,Yes,random,-4.321211814880371,-4.328205108642578,-8.30986499786377,-6.029493808746338,3.9886531829833984,1.7012887001037598,Yes,True
is used for watering,a tarantula,'',Is a tarantula used for watering?,No,random,-4.201412677764893,-4.4642229080200195,-8.30986499786377,-6.029493808746338,4.108452320098877,1.5652709007263184,Yes,False
is used for watersports,a speedboat,'',Is a speedboat used for watersports?,Yes,random,-4.018662929534912,-5.280587196350098,-8.30986499786377,-6.029493808746338,4.291202068328857,0.7489066123962402,Yes,True
is used for writing,a desk,'',Is a desk used for writing?,Yes,random,-3.891663074493408,-4.25327730178833,-8.30986499786377,-6.029493808746338,4.418201923370361,1.7762165069580078,Yes,True
is used in Spanish dancing,a robe,'',Is a robe used in spanish dancing?,No,random,-4.586313724517822,-5.9633941650390625,-8.30986499786377,-6.029493808746338,3.7235512733459473,0.06609964370727539,Yes,False
is used in agriculture,a tractor,'',Is a tractor used in agriculture?,Yes,random,-4.01217794418335,-5.51217794418335,-8.30986499786377,-6.029493808746338,4.29768705368042,0.5173158645629883,Yes,True
is used in baroque music,a french horn,'',Is a french horn used in baroque music?,Yes,random,-4.086313724517822,-4.969282150268555,-8.30986499786377,-6.029493808746338,4.223551273345947,1.0602116584777832,Yes,True
is used in cakes,a cello,'',Is a cello used in cakes?,No,random,-3.800750970840454,-4.686122894287109,-8.30986499786377,-6.029493808746338,4.509114027023315,1.3433709144592285,Yes,False
is used in church,an organ,'',Is an organ used in church?,Yes,random,-5.123622894287109,-5.746554374694824,-8.30986499786377,-6.029493808746338,3.18624210357666,0.28293943405151367,Yes,True
is used in combat,a daffodil,'',Is a daffodil used in combat?,No,random,-4.351367950439453,-4.3726043701171875,-8.30986499786377,-6.029493808746338,3.9584970474243164,1.6568894386291504,Yes,False
is used in fall,a buffalo,'',Is a buffalo used in fall?,No,random,-4.961313724517822,-5.928021430969238,-8.30986499786377,-6.029493808746338,3.3485512733459473,0.10147237777709961,Yes,False
is used in fish and chips,a cod,'',Is a cod used in fish and chips?,Yes,random,-4.607662677764893,-5.5005693435668945,-8.30986499786377,-6.029493808746338,3.702202320098877,0.5289244651794434,Yes,True
is used in fishing,a harpoon,'',Is a harpoon used in fishing?,Yes,random,-4.048040390014648,-4.9295244216918945,-8.30986499786377,-6.029493808746338,4.261824607849121,1.0999693870544434,Yes,True
is used in folk music,rice,'',Is rice used in folk music?,No,random,-5.43104362487793,-6.259363174438477,-8.30986499786377,-6.029493808746338,2.87882137298584,-0.22986936569213867,Yes,False
is used in hospital,a scalpel,'',Is a scalpel used in hospital?,Yes,random,-5.779322147369385,-6.455174446105957,-8.30986499786377,-6.029493808746338,2.5305428504943848,-0.42568063735961914,Yes,True
is used in hospital,a pig,'',Is a pig used in hospital?,No,random,-4.673586845397949,-6.111086845397949,-8.30986499786377,-6.029493808746338,3.6362781524658203,-0.08159303665161133,Yes,False
is used in hot air balloons,a gong,'',Is a gong used in hot air balloons?,No,random,-3.7480413913726807,-4.434164524078369,-8.30986499786377,-6.029493808746338,4.561823606491089,1.5953292846679688,Yes,False
is used in jazz music,a drum,'',Is a drum used in jazz music?,Yes,random,-4.416229724884033,-5.363216876983643,-8.30986499786377,-6.029493808746338,3.8936352729797363,0.6662769317626953,Yes,True
is used in lab experiments,a monkey,'',Is a monkey used in lab experiments?,Yes,random,-4.286060333251953,-5.188032150268555,-8.30986499786377,-6.029493808746338,4.023804664611816,0.8414616584777832,Yes,True
is used in laundromats,a washing machine,'',Is a washing machine used in laundromats?,Yes,random,-4.007617950439453,-4.9017229080200195,-8.30986499786377,-6.029493808746338,4.302247047424316,1.1277709007263184,Yes,True
is used in laundromats,a stool,'',Is a stool used in laundromats?,No,random,-4.207000732421875,-5.0892229080200195,-8.30986499786377,-6.029493808746338,4.1028642654418945,0.9402709007263184,Yes,False
is used in locks,a bolt,'',Is a bolt used in locks?,Yes,random,-4.215414524078369,-5.4780120849609375,-8.30986499786377,-6.029493808746338,4.0944504737854,0.5514817237854004,Yes,True
is used in plays,a puppet,'',Is a puppet used in plays?,Yes,random,-4.563032150268555,-5.326412677764893,-8.30986499786377,-6.029493808746338,3.746832847595215,0.7030811309814453,Yes,True
is used in plays,an eggplant,'',Is an eggplant used in plays?,No,random,-4.623622894287109,-4.758711814880371,-8.30986499786377,-6.029493808746338,3.68624210357666,1.2707819938659668,Yes,False
is used in seas,a dinghy,'',Is a dinghy used in seas?,Yes,random,-4.413867950439453,-4.9244160652160645,-8.30986499786377,-6.029493808746338,3.8959970474243164,1.1050777435302734,Yes,True
is used in snow,a sledge,'',Is a sledge used in snow?,Yes,random,-4.648813724517822,-5.6421966552734375,-8.30986499786377,-6.029493808746338,3.6610512733459473,0.3872971534729004,Yes,True
is used in sponge cakes,a rocking chair,'',Is a rocking chair used in sponge cakes?,No,random,-4.232662677764893,-4.869357585906982,-8.30986499786377,-6.029493808746338,4.077202320098877,1.1601362228393555,Yes,False
is used in stews,a bean,'',Is a bean used in stews?,Yes,random,-4.879126071929932,-6.132275581359863,-8.30986499786377,-6.029493808746338,3.430738925933838,-0.10278177261352539,Yes,True
is used in supermarkets,a chipmunk,'',Is a chipmunk used in supermarkets?,No,random,-3.805320978164673,-4.201412677764893,-8.30986499786377,-6.029493808746338,4.504544019699097,1.8280811309814453,Yes,False
