property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
is used with cutlery,a plate,'',Is a plate used with cutlery?,Yes,random,-4.3556904792785645,-4.433899879455566,Yes,True
is used with saucepans,parsley,'',Is parsley used with saucepans?,No,random,-5.2041401863098145,-3.2303595542907715,No,True
is useful for athletics,banana,'',Is banana useful for athletics?,Yes,random,-4.894500732421875,-7.661199569702148,Yes,True
is usually sat on by old people,a limousine,'',Is a limousine usually sat on by old people?,No,random,-5.9818501472473145,-3.8864824771881104,No,True
is usually taller than wide,a bottle,'',Is a bottle usually taller than wide?,Yes,random,-3.6169052124023438,-5.185315132141113,Yes,True
is usually taller than wide,a starling,'',Is a starling usually taller than wide?,No,random,-4.487490653991699,-4.622195243835449,Yes,False
is v-shaped,a boomerang,'',Is a boomerang v-shaped?,Yes,random,-5.046110153198242,-6.345249652862549,Yes,True
is violent,a crossbow,'',Is a crossbow violent?,Yes,random,-3.863952159881592,-3.8718223571777344,Yes,True
is warm blooded,a washing machine,'',Is a washing machine warm blooded?,No,random,-5.336377143859863,-2.201859712600708,No,True
is watched,a television,'',Is a television watched?,Yes,random,-5.153531551361084,-3.265129327774048,No,False
is watched,an oven,'',Is an oven watched?,No,random,-4.905517578125,-3.781026601791382,No,True
is wheeled,a wheelchair,'',Is a wheelchair wheeled?,Yes,random,-4.310173988342285,-3.8589766025543213,No,False
is white inside,a gorilla,'',Is a gorilla white inside?,No,random,-5.335399627685547,-3.670485496520996,No,True
is wide in middle,a lizard,'',Is a lizard wide in middle?,No,random,-6.246617794036865,-1.7573504447937012,No,True
is wide in shape,a machete,'',Is a machete wide in shape?,Yes,random,-4.802743911743164,-4.310797691345215,No,False
is wide in shape,an accordion,'',Is an accordion wide in shape?,No,random,-5.022899627685547,-4.404131889343262,No,True
is worn after bath,a robe,'',Is a robe worn after bath?,Yes,random,-4.269853591918945,-3.653169870376587,No,False
is worn after bath,a chestnut tree,'',Is a chestnut tree worn after bath?,No,random,-5.771185874938965,-3.841993808746338,No,True
is worn at bedtime,a raft,'',Is a raft worn at bedtime?,No,random,-5.403850555419922,-3.0463945865631104,No,True
is worn by a bride,a zebra,'',Is a zebra worn by a bride?,No,random,-5.613952159881592,-3.6226742267608643,No,True
is worn by goalkeepers,gloves,'',Is gloves worn by goalkeepers?,Yes,random,-5.313032150268555,-5.112490653991699,No,False
is worn by goalkeepers,a gown,'',Is a gown worn by goalkeepers?,No,random,-5.301452159881592,-3.6848649978637695,No,True
is worn by humans,a gown,'',Is a gown worn by humans?,Yes,random,-5.37116813659668,-3.1242902278900146,No,False
is worn by humans,leek,'',Is leek worn by humans?,No,random,-5.039254665374756,-4.43287992477417,No,True
is worn by laborers,gloves,'',Is gloves worn by laborers?,Yes,random,-4.550750732421875,-4.332353591918945,No,False
is worn by motorcyclists,a daffodil,'',Is a daffodil worn by motorcyclists?,No,random,-5.673336505889893,-3.6843223571777344,No,True
is worn by nuns,a veil,'',Is a veil worn by nuns?,Yes,random,-4.76133394241333,-4.901176929473877,Yes,True
is worn in bed,a dressing gown,'',Is a dressing gown worn in bed?,Yes,random,-4.243284702301025,-3.936467170715332,No,False
is worn in the kitchen,an apron,'',Is an apron worn in the kitchen?,Yes,random,-3.5353002548217773,-4.183421611785889,Yes,True
is worn in winter,gloves,'',Is gloves worn in winter?,Yes,random,-5.305063724517822,-5.536199569702148,Yes,True
is worn like a shoe,a rollerskate,'',Is a rollerskate worn like a shoe?,Yes,random,-4.4001336097717285,-3.045485496520996,No,False
is worn like a shoe,a sweater,'',Is a sweater worn like a shoe?,No,random,-5.743690013885498,-2.4834775924682617,No,True
is worn on breasts,a chair,'',Is a chair worn on breasts?,No,random,-5.651771545410156,-3.421031951904297,No,True
is worn on clothes,a jacket,'',Is a jacket worn on clothes?,Yes,random,-5.377401828765869,-4.776483535766602,No,False
is worn on hands,a poppy,'',Is a poppy worn on hands?,No,random,-6.2751336097717285,-4.342684268951416,No,True
is worn on head,a veil,'',Is a veil worn on head?,Yes,random,-5.115243911743164,-5.05951452255249,No,False
is worn on head,an emu,'',Is an emu worn on head?,No,random,-7.127401828765869,-4.774740695953369,No,True
is worn on the face,a veil,'',Is a veil worn on the face?,Yes,random,-4.839271545410156,-4.217684268951416,No,False
is worn on the face,an ostrich,'',Is an ostrich worn on the face?,No,random,-5.494429588317871,-3.061873435974121,No,True
is worn on the hand,a whale,'',Is a whale worn on the hand?,No,random,-6.091993808746338,-2.468552827835083,No,True
is worn on the legs,butter,'',Is butter worn on the legs?,No,random,-5.247524261474609,-4.249373435974121,No,True
is worn on the lower half of the body,a skirt,'',Is a skirt worn on the lower half of the body?,Yes,random,-4.458040237426758,-4.216880798339844,No,False
is worn on upper body,a fork,'',Is a fork worn on upper body?,No,random,-5.4038543701171875,-5.307582378387451,No,True
is worn outdoors,a parka,'',Is a parka worn outdoors?,Yes,random,-4.455845832824707,-6.2751336097717285,Yes,True
is worn to interviews,a shirt,'',Is a shirt worn to interviews?,Yes,random,-6.468360900878906,-7.604458332061768,Yes,True
is worn to interviews,a harmonica,'',Is a harmonica worn to interviews?,No,random,-5.180784702301025,-4.310571193695068,No,True
is worn under shoes,a turkey,'',Is a turkey worn under shoes?,No,random,-4.902042388916016,-3.2646992206573486,No,True
is worn under trousers,a knicker,'',Is a knicker worn under trousers?,Yes,random,-4.68287992477417,-4.686695575714111,Yes,True
is worn when cold,a caterpillar,'',Is a caterpillar worn when cold?,No,random,-6.587240695953369,-4.092293739318848,No,True
is worn with a suit,a shirt,'',Is a shirt worn with a suit?,Yes,random,-5.76133394241333,-5.585399627685547,No,False
is worn with a suit,a sock,'',Is a sock worn with a suit?,No,random,-5.248622894287109,-6.455845832824707,Yes,False
is worn with flippers,a gun,'',Is a gun worn with flippers?,No,random,-5.840035915374756,-3.702357530593872,No,True
is zesty,lime,'',Is lime zesty?,Yes,random,-3.0584216117858887,-3.560997724533081,Yes,True
keeps food cool,a refrigerator,'',Does a refrigerator keep food cool?,Yes,random,-3.6381001472473145,-3.2751338481903076,No,False
keeps hands warm,gloves,'',Does gloves keep hands warm?,Yes,random,-5.2318501472473145,-6.0572662353515625,Yes,True
keeps hands warm,a seagull,'',Does a seagull keep hands warm?,No,random,-5.119429588317871,-3.0770084857940674,No,True
keeps its eggs warm by its foot,a toe,'',Does a toe keep its eggs warm by its foot?,No,random,-5.685997486114502,-2.124704122543335,No,True
keeps legs warm,an eel,'',Does an eel keep legs warm?,No,random,-5.276771545410156,-2.639807939529419,No,True
lays larva,a housefly,'',Does a housefly lay larva?,Yes,random,-4.889860153198242,-3.454163074493408,No,False
lays larva,a cake,'',Does a cake lay larva?,No,random,-6.4652605056762695,-2.967970371246338,No,True
likes flowers,a bee,'',Does a bee like flowers?,Yes,random,-2.5904715061187744,-4.342970371246338,Yes,True
likes flowers,a leopard,'',Does a leopard like flowers?,No,random,-5.058421611785889,-2.9366438388824463,No,True
likes to chase strings,a cat,'',Does a cat like to chase strings?,Yes,random,-3.5565714836120605,-4.310571193695068,Yes,True
lives in Antarctica,a penguin,'',Does a penguin live in antarctica?,Yes,random,-2.7794580459594727,-6.092376708984375,Yes,True
lives in a huddle,a penguin,'',Does a penguin live in a huddle?,Yes,random,-4.646792888641357,-2.7797000408172607,No,False
lives in a mound,a termite,'',Does a termite live in a mound?,Yes,random,-6.958040237426758,-3.964796781539917,No,False
lives in burrows,a rabbit,'',Does a rabbit live in burrows?,Yes,random,-4.6068501472473145,-2.7298262119293213,No,False
lives in colonies,a termite,'',Does a termite live in colonies?,Yes,random,-3.1904196739196777,-6.181929588317871,Yes,True
lives in colonies,an arrow,'',Does an arrow live in colonies?,No,random,-5.685571193695068,-1.6950942277908325,No,True
lives in deep waters,broccoli,'',Does broccoli live in deep waters?,No,random,-5.869429588317871,-3.3740885257720947,No,True
lives in shoals,a mackerel,'',Does a mackerel live in shoals?,Yes,random,-3.9781477451324463,-4.992393970489502,Yes,True
lives in shoals,a rolling pin,'',Does a rolling pin live in shoals?,No,random,-6.371822357177734,-2.889904022216797,No,True
lives on the ground,a cricket,'',Does a cricket live on the ground?,Yes,random,-5.98824405670166,-4.496399879455566,No,False
lives under water,a clam,'',Does a clam live under water?,Yes,random,-4.032749652862549,-4.430353164672852,Yes,True
looks like a ruler,coffee,'',Does coffee look like a ruler?,No,random,-5.247195243835449,-1.4917032718658447,No,True
looks like a small cabbage,a brussels sprout,'',Does a brussels sprout look like a small cabbage?,Yes,random,-2.3356552124023438,-3.091031312942505,Yes,True
makes a bellowing sound,a hammer,'',Does a hammer make a bellowing sound?,No,random,-5.340035915374756,-2.7181036472320557,No,True
makes a buzzing sound,a housefly,'',Does a housefly make a buzzing sound?,Yes,random,-4.343360900878906,-4.1190714836120605,No,False
makes a buzzing sound,tomato,'',Does tomato make a buzzing sound?,No,random,-5.019123077392578,-4.778356075286865,No,True
makes a cooing sound,a pigeon,'',Does a pigeon make a cooing sound?,Yes,random,-4.963676929473877,-3.2175426483154297,No,False
makes a cooing sound,an ambulance,'',Does an ambulance make a cooing sound?,No,random,-5.965035915374756,-3.718017578125,No,True
makes a humming sound,a mosquito,'',Does a mosquito make a humming sound?,Yes,random,-6.054405212402344,-3.4513959884643555,No,False
makes a neighing sound,a grenade,'',Does a grenade make a neighing sound?,No,random,-5.778356075286865,-3.53067946434021,No,True
makes a ribbit sound,a toad,'',Does a toad make a ribbit sound?,Yes,random,-4.646185874938965,-3.1369683742523193,No,False
makes a sound when shaken,a tambourine,'',Does a tambourine make a sound when shaken?,Yes,random,-3.7603089809417725,-4.779380798339844,Yes,True
makes big waves,a speedboat,'',Does a speedboat make big waves?,Yes,random,-5.899322032928467,-5.779380798339844,No,False
makes grunting sounds,lemonade,'',Does lemonade make grunting sounds?,No,random,-5.088003158569336,-3.2172937393188477,No,True
makes noise with its legs,a cricket,'',Does a cricket make noise with its legs?,Yes,random,-5.022363185882568,-4.029380798339844,No,False
measures time,a clock,'',Does a clock measure time?,Yes,random,-4.215669631958008,-1.7182140350341797,No,False
mimics human speech,a parakeet,'',Does a parakeet mimic human speech?,Yes,random,-4.6197662353515625,-3.248297929763794,No,False
pecks trees,a ferry,'',Does a ferry peck trees?,No,random,-6.182582378387451,-2.202404022216797,No,True
performs photosynthesis,radish,'',Does radish perform photosynthesis?,Yes,random,-5.955845832824707,-3.1377761363983154,No,False
performs photosynthesis,a broom,'',Does a broom perform photosynthesis?,No,random,-5.275850296020508,-1.2959197759628296,No,True
produces mucus,a nose,'',Does a nose produce mucus?,Yes,random,-3.6451661586761475,-3.4152634143829346,No,False
produces pollen,a rose,'',Does a rose produce pollen?,Yes,random,-3.3710145950317383,-4.552118301391602,Yes,True
produces wool,a llama,'',Does a llama produce wool?,Yes,random,-4.243284702301025,-1.9812464714050293,No,False
produces wool,a toe,'',Does a toe produce wool?,No,random,-5.528995513916016,-1.389988660812378,No,True
protects feet,a sock,'',Does a sock protect feet?,Yes,random,-3.206993818283081,-4.778850555419922,Yes,True
protects the body from the cold,a camel,'',Does a camel protect the body from the cold?,No,random,-5.666958332061768,-5.308421611785889,No,True
provides light,a lamp,'',Does a lamp provide light?,Yes,random,-2.6023385524749756,-2.9206488132476807,Yes,True
provides strong wood,an oak tree,'',Does an oak tree provide strong wood?,Yes,random,-2.418935775756836,-5.0617899894714355,Yes,True
pumps blood,jelly,'',Does jelly pump blood?,No,random,-5.9322662353515625,-4.185997486114502,No,True
reflects light,a mirror,'',Does a mirror reflect light?,Yes,random,-2.9966177940368652,-3.7491955757141113,Yes,True
reports news,a television,'',Does a television report news?,Yes,random,-5.12201452255249,-2.8899474143981934,No,False
requires a helmet,a moped,'',Does a moped require a helmet?,Yes,random,-6.295440196990967,-5.431190013885498,No,False
requires a ticket,a taxi,'',Does a taxi require a ticket?,Yes,random,-5.103147506713867,-3.8553595542907715,No,False
requires a ticket to board,a coach,'',Does a coach require a ticket to board?,Yes,random,-5.8530120849609375,-5.013653755187988,No,False
requires coffee beans,a coffee maker,'',Does a coffee maker require coffee beans?,Yes,random,-6.733965873718262,-2.4959216117858887,No,False
requires corkscrew to open,wine,'',Does wine require corkscrew to open?,Yes,random,-5.2041401863098145,-3.5902605056762695,No,False
requires electricity,an oven,'',Does an oven require electricity?,Yes,random,-3.7234976291656494,-3.605830669403076,No,False
requires pedaling,a bicycle,'',Does a bicycle require pedaling?,Yes,random,-5.493284702301025,-2.997814893722534,No,False
requires plumbing,a bathtub,'',Does a bathtub require plumbing?,Yes,random,-3.850273609161377,-4.864618301391602,Yes,True
requires skill to use,a swan,'',Does a swan require skill to use?,No,random,-4.463350296020508,-2.5767781734466553,No,True
requires sunlight,a fir tree,'',Does a fir tree require sunlight?,Yes,random,-4.585399627685547,-5.089796543121338,Yes,True
requires sunlight,a barrel,'',Does a barrel require sunlight?,No,random,-4.985836505889893,-3.2614824771881104,No,True
requires warm conditions,an iguana,'',Does an iguana require warm conditions?,Yes,random,-4.416958332061768,-5.929893970489502,Yes,True
requires wind,a kite,'',Does a kite require wind?,Yes,random,-4.273403167724609,-5.153995513916016,Yes,True
resembles a human,a doll,'',Does a doll resemble a human?,Yes,random,-3.8115885257720947,-4.124868869781494,Yes,True
resembles a tortoise,a tortoise,'',Does a tortoise resemble a tortoise?,Yes,random,-2.9207229614257812,-3.1716480255126953,Yes,True
resembles the letter Y,a catapult,'',Does a catapult resemble the letter y?,Yes,random,-4.935997486114502,-1.8045092821121216,No,False
returns back,a boomerang,'',Does a boomerang return back?,Yes,random,-3.740244150161743,-5.30866813659668,Yes,True
reverses the image,a mirror,'',Does a mirror reverse the image?,Yes,random,-4.604458332061768,-4.18287992477417,No,False
reverses the image,a dove,'',Does a dove reverse the image?,No,random,-5.68287992477417,-3.6706488132476807,No,True
