property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
is used by doctors,a falcon,'',Is a falcon used by doctors?,No,random,-4.999619960784912,-3.9998512268066406,No,True
is used by electricians,pliers,'',Is pliers used by electricians?,Yes,random,-3.2476742267608643,-9.248588562011719,Yes,True
is used by hand,a spirit level,'',Is a spirit level used by hand?,Yes,random,-2.8697662353515625,-7.184117794036865,Yes,True
is used by hand,corn,'',Is corn used by hand?,No,random,-3.676452159881592,-6.679405212402344,Yes,False
is used by lumberjacks,a cat,'',Is a cat used by lumberjacks?,No,random,-4.623754501342773,-5.811946868896484,Yes,False
is used by paramedics,a goldfish,'',Is a goldfish used by paramedics?,No,random,-5.311695575714111,-5.062142848968506,No,True
is used by parents,a bench,'',Is a bench used by parents?,No,random,-3.851754665374756,-5.289254665374756,Yes,False
is used by people who cannot walk,an asparagus,'',Is an asparagus used by people who cannot walk?,No,random,-6.437012195587158,-8.374704360961914,Yes,False
is used by people who smoke,an ashtray,'',Is an ashtray used by people who smoke?,Yes,random,-2.3098649978637695,-7.43366813659668,Yes,True
is used by police,a revolver,'',Is a revolver used by police?,Yes,random,-3.452404022216797,-8.437095642089844,Yes,True
is used by soldiers,a bayonet,'',Is a bayonet used by soldiers?,Yes,random,-2.6552491188049316,-7.030805587768555,Yes,True
is used by the navy,a canoe,'',Is a canoe used by the navy?,Yes,random,-5.09286642074585,-5.1559247970581055,Yes,True
is used by the navy,a bee,'',Is a bee used by the navy?,No,random,-6.4367899894714355,-6.0623087882995605,No,True
is used by writers,a typewriter,'',Is a typewriter used by writers?,Yes,random,-4.056190013885498,-8.430784225463867,Yes,True
is used for boiling,a foot,'',Is a foot used for boiling?,No,random,-6.123754501342773,-5.687012195587158,No,True
is used for breathing,a nose,'',Is a nose used for breathing?,Yes,random,-2.763784646987915,-5.561088562011719,Yes,True
is used for cigarettes,an ashtray,'',Is an ashtray used for cigarettes?,Yes,random,-2.3877761363983154,-5.841495513916016,Yes,True
is used for digging,a hoe,'',Is a hoe used for digging?,Yes,random,-3.1197662353515625,-6.55951452255249,Yes,True
is used for eating,an arm,'',Is an arm used for eating?,Yes,random,-3.8250925540924072,-5.4654717445373535,Yes,True
is used for eating,an organ,'',Is an organ used for eating?,No,random,-4.995082378387451,-5.494429588317871,Yes,False
is used for farming,a buttercup,'',Is a buttercup used for farming?,No,random,-4.655184268951416,-6.53071403503418,Yes,False
is used for fighting,a tongue,'',Is a tongue used for fighting?,No,random,-5.405517578125,-4.780679702758789,No,True
is used for grooming hair,a mirror,'',Is a mirror used for grooming hair?,Yes,random,-2.8404715061187744,-8.372815132141113,Yes,True
is used for grooming hair,a cup,'',Is a cup used for grooming hair?,No,random,-4.498588562011719,-5.248967170715332,Yes,False
is used for heating food,a wren,'',Is a wren used for heating food?,No,random,-6.593358039855957,-5.093575954437256,No,True
is used for hiding,a submarine,'',Is a submarine used for hiding?,Yes,random,-3.952629327774048,-8.124568939208984,Yes,True
is used for hygiene,gloves,'',Is gloves used for hygiene?,Yes,random,-3.226405382156372,-6.801452159881592,Yes,True
is used for levelling,a scallop,'',Is a scallop used for levelling?,No,random,-5.153531551361084,-6.654493808746338,Yes,False
is used for lounging,a stool,'',Is a stool used for lounging?,No,random,-5.309322357177734,-5.935797691345215,Yes,False
is used for making cake,a whisk,'',Is a whisk used for making cake?,Yes,random,-3.2025973796844482,-6.312222003936768,Yes,True
is used for plucking,a tweezer,'',Is a tweezer used for plucking?,Yes,random,-2.8231301307678223,-7.586822032928467,Yes,True
is used for plucking,a belt,'',Is a belt used for plucking?,No,random,-4.583040237426758,-6.270540237426758,Yes,False
is used for pointing,a thumb,'',Is a thumb used for pointing?,Yes,random,-3.1220145225524902,-6.434695243835449,Yes,True
is used for pointing,a stool,'',Is a stool used for pointing?,No,random,-5.309695243835449,-5.623754501342773,Yes,False
is used for safety,a helmet,'',Is a helmet used for safety?,Yes,random,-3.4545865058898926,-8.359930038452148,Yes,True
is used for shopping,a sparrow,'',Is a sparrow used for shopping?,No,random,-4.843017578125,-5.468305587768555,Yes,False
is used for standing,a leg,'',Is a leg used for standing?,Yes,random,-2.778695821762085,-6.341495513916016,Yes,True
is used for toasting,a toaster,'',Is a toaster used for toasting?,Yes,random,-2.904493808746338,-5.466196060180664,Yes,True
is used for toasting,a ladle,'',Is a ladle used for toasting?,No,random,-7.466993808746338,-6.343142509460449,No,True
is used for touching and feeling,lemon,'',Is lemon used for touching and feeling?,No,random,-5.2488298416137695,-6.999088764190674,Yes,False
is used for typing,a typewriter,'',Is a typewriter used for typing?,Yes,random,-3.072467088699341,-7.338676929473877,Yes,True
is used for watering,a tarantula,'',Is a tarantula used for watering?,No,random,-6.966495513916016,-6.46754264831543,No,True
is used for watersports,a speedboat,'',Is a speedboat used for watersports?,Yes,random,-4.061467170715332,-9.436911582946777,Yes,True
is used for writing,a desk,'',Is a desk used for writing?,Yes,random,-2.180708646774292,-5.1508941650390625,Yes,True
is used in Spanish dancing,a robe,'',Is a robe used in spanish dancing?,No,random,-3.7332229614257812,-5.5309038162231445,Yes,False
is used in agriculture,a tractor,'',Is a tractor used in agriculture?,Yes,random,-3.2145423889160156,-7.528169631958008,Yes,True
is used in baroque music,a french horn,'',Is a french horn used in baroque music?,Yes,random,-5.683899879455566,-4.123673915863037,No,False
is used in cakes,a cello,'',Is a cello used in cakes?,No,random,-5.842970371246338,-5.281012058258057,No,True
is used in church,an organ,'',Is an organ used in church?,Yes,random,-3.4363276958465576,-7.019123077392578,Yes,True
is used in combat,a daffodil,'',Is a daffodil used in combat?,No,random,-6.811643600463867,-6.437203884124756,No,True
is used in fall,a buffalo,'',Is a buffalo used in fall?,No,random,-6.749480724334717,-8.312041282653809,Yes,False
is used in fish and chips,a cod,'',Is a cod used in fish and chips?,Yes,random,-4.246399879455566,-7.185315132141113,Yes,True
is used in fishing,a harpoon,'',Is a harpoon used in fishing?,Yes,random,-2.646494150161743,-6.524740695953369,Yes,True
is used in folk music,rice,'',Is rice used in folk music?,No,random,-5.561695575714111,-8.686980247497559,Yes,False
is used in hospital,a scalpel,'',Is a scalpel used in hospital?,Yes,random,-2.8572237491607666,-8.810797691345215,Yes,True
is used in hospital,a pig,'',Is a pig used in hospital?,No,random,-2.621664524078369,-2.2425637245178223,No,True
is used in hot air balloons,a gong,'',Is a gong used in hot air balloons?,No,random,-4.155184268951416,-5.6559247970581055,Yes,False
is used in jazz music,a drum,'',Is a drum used in jazz music?,Yes,random,-3.218017578125,-6.280642509460449,Yes,True
is used in lab experiments,a monkey,'',Is a monkey used in lab experiments?,Yes,random,-2.444098949432373,-6.5251336097717285,Yes,True
is used in laundromats,a washing machine,'',Is a washing machine used in laundromats?,Yes,random,-1.9876030683517456,-6.4363298416137695,Yes,True
is used in laundromats,a stool,'',Is a stool used in laundromats?,No,random,-4.748071193695068,-5.374541759490967,Yes,False
is used in locks,a bolt,'',Is a bolt used in locks?,Yes,random,-4.060173988342285,-7.373900890350342,Yes,True
is used in plays,a puppet,'',Is a puppet used in plays?,Yes,random,-3.0708658695220947,-6.273877143859863,Yes,True
is used in plays,an eggplant,'',Is an eggplant used in plays?,No,random,-5.1854472160339355,-4.248188018798828,No,True
is used in seas,a dinghy,'',Is a dinghy used in seas?,Yes,random,-4.776483535766602,-8.24719524383545,Yes,True
is used in snow,a sledge,'',Is a sledge used in snow?,Yes,random,-3.5565714836120605,-9.18502426147461,Yes,True
is used in sponge cakes,a rocking chair,'',Is a rocking chair used in sponge cakes?,No,random,-5.717919826507568,-5.030962944030762,No,True
is used in stews,a bean,'',Is a bean used in stews?,Yes,random,-3.1543805599212646,-7.029964923858643,Yes,True
is used in supermarkets,a chipmunk,'',Is a chipmunk used in supermarkets?,No,random,-3.8431427478790283,-4.34344482421875,Yes,False
is used in the kitchen,a bottle,'',Is a bottle used in the kitchen?,Yes,random,-3.2554032802581787,-6.584863185882568,Yes,True
is used in water sports,a fork,'',Is a fork used in water sports?,No,random,-5.5598649978637695,-5.4992899894714355,No,True
is used in workshops,a clamp,'',Is a clamp used in workshops?,Yes,random,-4.088003158569336,-9.31002426147461,Yes,True
is used manually,a can opener,'',Is a can opener used manually?,Yes,random,-3.3871893882751465,-7.528356075286865,Yes,True
is used on Christmas pudding,a calf,'',Is a calf used on christmas pudding?,No,random,-4.466495513916016,-6.591993808746338,Yes,False
is used on ice,a sledge,'',Is a sledge used on ice?,Yes,random,-3.6670336723327637,-7.591760158538818,Yes,True
is used on pavements,a drill,'',Is a drill used on pavements?,Yes,random,-5.05951452255249,-9.186400413513184,Yes,True
is used on rough terrains,an elephant,'',Is an elephant used on rough terrains?,No,random,-4.839542388916016,-7.589542388916016,Yes,False
is used to clear garden debris,a mitten,'',Is a mitten used to clear garden debris?,No,random,-5.155309677124023,-5.718358039855957,Yes,False
is used to clear leaves,a nightingale,'',Is a nightingale used to clear leaves?,No,random,-5.3432769775390625,-6.406053066253662,Yes,False
is used to conceal,a lizard,'',Is a lizard used to conceal?,No,random,-4.405603408813477,-4.96821403503418,Yes,False
is used to cover the body,a knife,'',Is a knife used to cover the body?,No,random,-5.965669631958008,-4.278696060180664,No,True
is used to cut crops,a scythe,'',Is a scythe used to cut crops?,Yes,random,-3.168102502822876,-6.903995513916016,Yes,True
is used to cut grass,potato,'',Is potato used to cut grass?,No,random,-6.8697662353515625,-4.99616813659668,No,True
is used to dig holes,a trowel,'',Is a trowel used to dig holes?,Yes,random,-2.6972880363464355,-6.9029717445373535,Yes,True
is used to dig holes,a dice,'',Is a dice used to dig holes?,No,random,-5.654881954193115,-5.093462944030762,No,True
is used to dissect,a spade,'',Is a spade used to dissect?,No,random,-6.030309677124023,-4.5932464599609375,No,True
is used to eat food,a fork,'',Is a fork used to eat food?,Yes,random,-2.6678595542907715,-6.496617794036865,Yes,True
is used to eat food,an ox,'',Is an ox used to eat food?,No,random,-3.7489006519317627,-5.123673915863037,Yes,False
is used to grate cheese,a grater,'',Is a grater used to grate cheese?,Yes,random,-2.2479472160339355,-8.248400688171387,Yes,True
is used to harvest,a pie,'',Is a pie used to harvest?,No,random,-6.028696060180664,-5.716631889343262,No,True
is used to hit nails,a gerbil,'',Is a gerbil used to hit nails?,No,random,-5.7182464599609375,-4.9684247970581055,No,True
is used to inhale air,a nose,'',Is a nose used to inhale air?,Yes,random,-3.1553666591644287,-6.3432464599609375,Yes,True
is used to inhale air,a ferry,'',Is a ferry used to inhale air?,No,random,-6.124195575714111,-5.187222003936768,No,True
is used to jump,a foot,'',Is a foot used to jump?,Yes,random,-4.277296543121338,-5.966196060180664,Yes,True
is used to loosen bolts,a spanner,'',Is a spanner used to loosen bolts?,Yes,random,-3.5601742267608643,-6.873900890350342,Yes,True
is used to make a drink,a coffee maker,'',Is a coffee maker used to make a drink?,Yes,random,-2.5885162353515625,-6.8402605056762695,Yes,True
is used to make aspirin,mushroom,'',Is mushroom used to make aspirin?,No,random,-5.123967170715332,-2.171031951904297,No,True
is used to make chips,an olive,'',Is an olive used to make chips?,No,random,-5.780309677124023,-4.405881404876709,No,True
is used to make drugs,a poppy,'',Is a poppy used to make drugs?,Yes,random,-3.310314893722534,-5.310797691345215,Yes,True
is used to make guacamole,a jellyfish,'',Is a jellyfish used to make guacamole?,No,random,-5.655881404876709,-4.468630313873291,No,True
is used to make holes in walls,a drill,'',Is a drill used to make holes in walls?,Yes,random,-3.372814893722534,-6.061254501342773,Yes,True
is used to make holes in walls,pear,'',Is pear used to make holes in walls?,No,random,-5.093061923980713,-5.718358039855957,Yes,False
is used to make jam,strawberry,'',Is strawberry used to make jam?,Yes,random,-2.9675426483154297,-9.74882984161377,Yes,True
is used to make lemonade,a mug,'',Is a mug used to make lemonade?,No,random,-5.15504264831543,-5.530805587768555,Yes,False
is used to make opium,a poppy,'',Is a poppy used to make opium?,Yes,random,-4.092464923858643,-5.905561923980713,Yes,True
is used to make statues,a gerbil,'',Is a gerbil used to make statues?,No,random,-6.374446868896484,-6.062238693237305,No,True
is used to mix eggs,a whisk,'',Is a whisk used to mix eggs?,Yes,random,-3.014857530593872,-6.874332904815674,Yes,True
is used to mix eggs,a buggy,'',Is a buggy used to mix eggs?,No,random,-4.965856075286865,-4.779793739318848,No,True
is used to pluck eyebrows,a tweezer,'',Is a tweezer used to pluck eyebrows?,Yes,random,-2.715035915374756,-7.528696060180664,Yes,True
is used to pluck eyebrows,castanets,'',Is castanets used to pluck eyebrows?,No,random,-5.778850555419922,-4.592809677124023,No,True
is used to pot plants,a tarantula,'',Is a tarantula used to pot plants?,No,random,-5.466760158538818,-5.655419826507568,Yes,False
is used to put out a fire,an alligator,'',Is an alligator used to put out a fire?,No,random,-5.12037992477417,-4.246822357177734,No,True
is used to raise toast,an apple,'',Is an apple used to raise toast?,No,random,-6.4988298416137695,-5.499088764190674,No,True
is used to reach something at a height,a dressing gown,'',Is a dressing gown used to reach something at a height?,No,random,-4.716495513916016,-6.717381954193115,Yes,False
is used to scrape bowls,a spatula,'',Is a spatula used to scrape bowls?,Yes,random,-3.0456488132476807,-7.2182464599609375,Yes,True
is used to serve food,a ladle,'',Is a ladle used to serve food?,Yes,random,-2.2479472160339355,-7.373967170715332,Yes,True
is used to serve food,a brussels sprout,'',Is a brussels sprout used to serve food?,No,random,-3.8587183952331543,-5.15571403503418,Yes,False
is used to spread,a sweater,'',Is a sweater used to spread?,No,random,-4.1527605056762695,-2.903695821762085,No,True
is used to stir,a ladle,'',Is a ladle used to stir?,Yes,random,-3.1385397911071777,-7.1229472160339355,Yes,True
is used to turn food,a goat,'',Is a goat used to turn food?,No,random,-4.181929588317871,-5.679405212402344,Yes,False
is used to warm food quickly,a microwave,'',Is a microwave used to warm food quickly?,Yes,random,-3.2459216117858887,-6.933421611785889,Yes,True
is used to wash,a hose,'',Is a hose used to wash?,Yes,random,-3.939605712890625,-6.644853591918945,Yes,True
is used to wash,a ball,'',Is a ball used to wash?,No,random,-4.88633394241333,-5.764710903167725,Yes,False
is used to write,cheese,'',Is cheese used to write?,No,random,-5.997673988342285,-5.998071193695068,Yes,False
is used while eating,a lobster,'',Is a lobster used while eating?,No,random,-4.59220027923584,-6.53004264831543,Yes,False
is used with cutlery,a plate,'',Is a plate used with cutlery?,Yes,random,-3.8720145225524902,-7.873754501342773,Yes,True
is used with saucepans,parsley,'',Is parsley used with saucepans?,No,random,-4.310024261474609,-6.5598649978637695,Yes,False
